geoid,geo_level,county_name,state,trnd_afreq,trnd_hlrb,trnd_eal_rate,trnd_risk_rating
02170,county,Matanuska-Susitna,Alaska,8.186254612460685e-05,2.171205315032287e-06,0.0,Very Low
02180,county,Nome,Alaska,7.14131381916515e-05,2.3013650397825276e-06,0.0,Very Low
02185,county,North Slope,Alaska,0.0007339239374467756,5.952888675016048e-07,0.0,Very Low
02188,county,Northwest Arctic,Alaska,0.00017947924122257156,1.4822498708309328e-06,0.0,Very Low
02195,county,Petersburg,Alaska,8.42146495532801e-06,1.875300429626431e-05,0.0,Very Low
02198,county,Prince of Wales-Hyder,Alaska,1.366059037987567e-05,1.0034910434619085e-05,0.0,Very Low
02220,county,Sitka,Alaska,1.3640939018259812e-06,1.841815114237564e-05,0.0,Very Low
02230,county,Skagway,Alaska,4.2956962543626105e-07,0.00012216541557339612,0.0,Very Low
02240,county,Southeast Fairbanks,Alaska,0.00018093377720257485,2.161823191469818e-06,0.0,Very Low
02275,county,Wrangell,Alaska,5.408834568857302e-06,1.298625413405432e-05,0.0,Very Low
02282,county,Yakutat,Alaska,2.766537857903065e-05,8.121013956533741e-06,0.0,Very Low
02290,county,Yukon-Koyukuk,Alaska,0.0002778496253956357,1.5072697164369769e-06,0.0,Very Low
04001,county,Apache,Arizona,0.270371984057043,1.1893277835290643e-06,3.22e-07,Very Low
04003,county,Cochise,Arizona,0.155975411975331,8.124463319626902e-06,1.267e-06,Very Low
04005,county,Coconino,Arizona,0.8129646063949962,6.504712560079656e-06,5.288e-06,Very Low
04007,county,Gila,Arizona,0.2243574553617771,1.7697402300652708e-05,3.971e-06,Very Low
04009,county,Graham,Arizona,0.08879953753767386,4.246119577323623e-06,3.77e-07,Very Low
04011,county,Greenlee,Arizona,0.018477404770754723,1.9113555062515087e-05,3.53e-07,Very Low
04012,county,La Paz,Arizona,0.06527570132146916,1.2528022348515712e-05,8.18e-07,Very Low
04013,county,Maricopa,Arizona,0.5705313146056243,5.266678666902301e-06,3.005e-06,Relatively Moderate
04015,county,Mohave,Arizona,0.27169062363301466,3.0653799926851546e-07,8.3e-08,Very Low
04017,county,Navajo,Arizona,0.3945191679154611,1.4933944132412726e-06,5.89e-07,Very Low
04019,county,Pima,Arizona,0.26354688411749294,1.076875179797523e-05,2.838e-06,Relatively Low
04021,county,Pinal,Arizona,0.38312191550200375,1.8156572106080172e-05,6.956e-06,Relatively Low
04023,county,Santa Cruz,Arizona,0.03837599034154707,7.243000399505773e-05,2.78e-06,Very Low
04025,county,Yavapai,Arizona,0.5068989723147119,1.0022591225548252e-05,5.08e-06,Relatively Low
04027,county,Yuma,Arizona,0.07104726640935036,2.031195236493282e-05,1.443e-06,Very Low
05001,county,Arkansas,Arkansas,0.7031843324868159,0.0003819538351214659,0.000268584,Relatively Moderate
05003,county,Ashley,Arkansas,0.6915578566305661,0.00025824028381616547,0.000178588,Relatively Moderate
05005,county,Baxter,Arkansas,0.34498428499602646,0.000479201607538435,0.000165317,Relatively Moderate
05007,county,Benton,Arkansas,0.7912911424575517,4.0614051095090765e-05,3.2138e-05,Relatively Moderate
05009,county,Boone,Arkansas,0.3926866944156087,0.0004188459308893064,0.000164475,Relatively Moderate
05011,county,Bradley,Arkansas,0.42097967039548495,0.0003623473062884928,0.000152541,Relatively Low
05013,county,Calhoun,Arkansas,0.4008589534465273,0.0004242549552425103,0.000170066,Very Low
05015,county,Carroll,Arkansas,0.4699266484131967,0.000314937482467932,0.000147998,Relatively Moderate
05017,county,Chicot,Arkansas,0.5594709736820445,0.0004467652337607707,0.000249952,Relatively Low
05019,county,Clark,Arkansas,0.5210459340176151,0.0003322875342763614,0.000173137,Relatively Moderate
05021,county,Clay,Arkansas,0.49776492534907024,0.0005376649197504577,0.000267631,Relatively Moderate
05023,county,Cleburne,Arkansas,0.4675910398202855,0.0004989597236384603,0.000233309,Relatively Moderate
05025,county,Cleveland,Arkansas,0.3908848515477665,0.0004158963425318015,0.000162568,Relatively Low
05027,county,Columbia,Arkansas,0.5637047986640983,0.00013977198854552952,7.879e-05,Relatively Low
05029,county,Conway,Arkansas,0.43347833963002075,0.0006493240573777648,0.000281468,Relatively Moderate
05031,county,Craighead,Arkansas,0.5511675709234743,0.0002810757607489727,0.00015492,Relatively High
05033,county,Crawford,Arkansas,0.459381887223161,0.0002525192274485058,0.000116003,Relatively Moderate
05035,county,Crittenden,Arkansas,0.43955861311027494,0.00023275677576003098,0.00010231,Relatively Moderate
05037,county,Cross,Arkansas,0.454589153530523,0.0005658011112647395,0.000257207,Relatively Low
05039,county,Dallas,Arkansas,0.4290533197366691,0.0001978367415437212,8.4883e-05,Relatively Low
05041,county,Desha,Arkansas,0.5434537717321583,0.0004011911476912396,0.000218029,Relatively Low
05043,county,Drew,Arkansas,0.5687371816881875,0.00028334566934476674,0.000161149,Relatively Low
05045,county,Faulkner,Arkansas,0.5352912121060444,0.0002986910789157482,0.000159887,Relatively High
05047,county,Franklin,Arkansas,0.42192907622022857,0.00024730965583525364,0.000104347,Relatively Low
05049,county,Fulton,Arkansas,0.33619185562237425,0.0006083799687134684,0.000204532,Relatively Low
05051,county,Garland,Arkansas,0.5210077688513289,0.00038361126274725344,0.000199864,Relatively High
05053,county,Grant,Arkansas,0.44037515683861583,0.00042063154309691345,0.000185236,Relatively Low
05055,county,Greene,Arkansas,0.44647683967782376,0.0005642666862746412,0.000251932,Relatively Moderate
05057,county,Hempstead,Arkansas,0.4769317499826325,0.0003395258638648754,0.000161931,Relatively Moderate
05059,county,Hot Spring,Arkansas,0.39814856456999115,0.0002799235516589967,0.000111451,Relatively Moderate
05061,county,Howard,Arkansas,0.33312368934776043,0.0004230447820147563,0.000140926,Relatively Low
05063,county,Independence,Arkansas,0.5775254220034978,0.00044151736386971923,0.000254988,Relatively Moderate
05065,county,Izard,Arkansas,0.37284678659974857,0.0005073524799496868,0.000189165,Relatively Low
05067,county,Jackson,Arkansas,0.4964558389671051,0.0005686986414054131,0.000282334,Relatively Moderate
05069,county,Jefferson,Arkansas,0.6437189035615959,0.0002623351840154875,0.00016887,Relatively High
05071,county,Johnson,Arkansas,0.4378141775644294,0.00015569455903044423,6.8165e-05,Relatively Moderate
05073,county,Lafayette,Arkansas,0.4298164483394014,0.00043261270443719914,0.000185944,Relatively Low
05075,county,Lawrence,Arkansas,0.4327784431038115,0.0005789891346233656,0.000250574,Relatively Moderate
05077,county,Lee,Arkansas,0.4001536058558136,0.00026486145211048075,0.000105985,Relatively Low
05079,county,Lincoln,Arkansas,0.3805424598130161,0.00044938293079465605,0.000171009,Relatively Low
05081,county,Little River,Arkansas,0.35739985895966625,0.0004192866094825224,0.000149853,Relatively Low
05083,county,Logan,Arkansas,0.4833655402727435,0.0002585367804758518,0.000124968,Relatively Moderate
05085,county,Lonoke,Arkansas,0.6517222691177561,0.000360534270744144,0.000234968,Relatively Moderate
05087,county,Madison,Arkansas,0.6003265719731197,0.0002987039546343662,0.00017932,Relatively Moderate
05089,county,Marion,Arkansas,0.39711030907751493,0.0003574734967541506,0.000141956,Relatively Low
05091,county,Miller,Arkansas,0.4900974434953017,0.00034766096511403954,0.000170388,Relatively Moderate
05093,county,Mississippi,Arkansas,0.7352689918880561,0.00012161284989046436,8.9418e-05,Relatively Moderate
05095,county,Monroe,Arkansas,0.43829907425089154,0.0005962907128484437,0.000261354,Relatively Low
05097,county,Montgomery,Arkansas,0.48913872404938347,0.0002969067604237772,0.000145229,Relatively Low
05099,county,Nevada,Arkansas,0.3906081121148263,0.0003754191828330789,0.000146642,Relatively Low
05101,county,Newton,Arkansas,0.5348870769267123,0.00032489453260131315,0.000173782,Relatively Low
05103,county,Ouachita,Arkansas,0.4609360845566783,0.00034001958475751026,0.000156727,Relatively Moderate
05105,county,Perry,Arkansas,0.42939728398961224,0.0005912272698057892,0.000253871,Relatively Low
05107,county,Phillips,Arkansas,0.45815125124037553,0.0003897556731173837,0.000178567,Relatively Moderate
05109,county,Pike,Arkansas,0.34861902646180126,0.0003729628471602237,0.000130022,Relatively Low
05111,county,Poinsett,Arkansas,0.5720255532908723,0.00043337168126091286,0.0002479,Relatively Moderate
05113,county,Polk,Arkansas,0.5121234090296408,0.0002665036344322828,0.000136483,Relatively Low
05115,county,Pope,Arkansas,0.5774490051111981,0.000380723114915237,0.000219848,Relatively High
05117,county,Prairie,Arkansas,0.5128355205233223,0.0005044747325656322,0.000258713,Relatively Moderate
05119,county,Pulaski,Arkansas,0.6380410400644445,0.00029704834858597525,0.000189529,Very High
05121,county,Randolph,Arkansas,0.45324191059357316,0.0004857816572491865,0.000220177,Relatively Moderate
05123,county,St. Francis,Arkansas,0.4496019383220501,0.0006616749506100805,0.00029749,Relatively High
05125,county,Saline,Arkansas,0.5592342790786783,0.0003615627886871479,0.000202198,Relatively Moderate
05127,county,Scott,Arkansas,0.586813457058119,0.0002100379824330418,0.000123253,Relatively Low
05129,county,Searcy,Arkansas,0.4269180135540517,0.0004789849869760429,0.000204487,Relatively Low
05131,county,Sebastian,Arkansas,0.38006341014490247,0.00031115993655251364,0.000118261,Relatively High
05133,county,Sevier,Arkansas,0.3339875768350069,0.00038965539788480603,0.00013014,Relatively Low
05135,county,Sharp,Arkansas,0.40992484071938745,0.0003926162329024072,0.000160943,Relatively Moderate
05137,county,Stone,Arkansas,0.41303582371482656,0.0005752434727062547,0.000237596,Relatively Moderate
05139,county,Union,Arkansas,0.7252742753536442,8.051667452920883e-05,5.8397e-05,Relatively Moderate
05141,county,Van Buren,Arkansas,0.5336039152940724,0.0005366557984389141,0.000286362,Relatively Moderate
05143,county,Washington,Arkansas,0.8058380929840815,4.497088567704091e-05,3.6239e-05,Relatively High
05145,county,White,Arkansas,0.8480711862727791,0.0001381774147239969,0.000117184,Relatively High
05147,county,Woodruff,Arkansas,0.46435366414489837,0.0006009148486299583,0.000279037,Relatively Moderate
05149,county,Yell,Arkansas,0.6480394328879815,0.00035139335970832755,0.000227717,Relatively Moderate
06001,county,Alameda,California,0.08914597859269294,5.678329495608255e-05,5.062e-06,Relatively Moderate
06003,county,Alpine,California,0.02001174222194356,9.367485679138109e-06,1.87e-07,Very Low
06005,county,Amador,California,0.057080745225816056,3.640947816619776e-05,2.078e-06,Very Low
06007,county,Butte,California,0.14707932863146586,4.120437313643271e-05,6.06e-06,Relatively Low
06009,county,Calaveras,California,0.09757490441171386,2.1108667342408464e-05,2.06e-06,Very Low
06011,county,Colusa,California,0.13354367516247687,6.117371168244699e-05,8.169e-06,Very Low
06013,county,Contra Costa,California,0.09527635689708268,4.3557198853032114e-05,4.15e-06,Relatively Low
06015,county,Del Norte,California,0.013706927512184483,5.221891632117653e-05,7.16e-07,Very Low
06017,county,El Dorado,California,0.15180947633105116,1.4191360643015917e-05,2.154e-06,Very Low
06019,county,Fresno,California,0.5233232562956979,1.1323214347798245e-05,5.926e-06,Relatively Low
06021,county,Glenn,California,0.1067469932038656,6.425074133139596e-05,6.859e-06,Very Low
06023,county,Humboldt,California,0.02669683415963493,2.582349593381628e-05,6.89e-07,Very Low
06025,county,Imperial,California,0.09609662793106982,1.1840028262370822e-05,1.138e-06,Very Low
06027,county,Inyo,California,0.10423752799736169,5.572063079935868e-06,5.81e-07,Very Low
06029,county,Kern,California,0.3695268370378436,2.1815738298560054e-06,8.06e-07,Very Low
06031,county,Kings,California,0.11446879934830434,3.823673837452358e-05,4.377e-06,Very Low
06033,county,Lake,California,0.09737229904008464,3.213418914322496e-05,3.129e-06,Very Low
06035,county,Lassen,California,0.04865932936389024,1.6062295648759736e-05,7.82e-07,Very Low
06037,county,Los Angeles,California,0.4902604246367948,1.5501769183450423e-05,7.6e-06,Relatively High
06039,county,Madera,California,0.2044603355825868,1.6726190848909788e-05,3.42e-06,Very Low
06041,county,Marin,California,0.04975480916574381,5.1577018128622855e-05,2.566e-06,Very Low
06043,county,Mariposa,California,0.11996460374230797,2.2639231774214836e-05,2.716e-06,Very Low
06045,county,Mendocino,California,0.09684895271202895,1.5572311343701464e-05,1.508e-06,Very Low
06047,county,Merced,California,0.21659940091467456,1.779499538441499e-05,3.854e-06,Relatively Low
06049,county,Modoc,California,0.018991409467545975,8.664447529374435e-06,1.65e-07,Very Low
06051,county,Mono,California,0.03787286367403678,2.1672935744801037e-05,8.21e-07,Very Low
06053,county,Monterey,California,0.13307627122792445,2.5738323573480584e-05,3.425e-06,Relatively Low
06055,county,Napa,California,0.09061051098704342,5.0879739170396405e-05,4.61e-06,Very Low
06057,county,Nevada,California,0.09316638661594873,6.297828297395534e-05,5.867e-06,Very Low
06059,county,Orange,California,0.12858280670149486,4.398666453735694e-05,5.656e-06,Relatively Moderate
06061,county,Placer,California,0.13725472170081449,1.9907293637755954e-05,2.732e-06,Very Low
06063,county,Plumas,California,0.13623491428114937,2.9000567939683896e-05,3.951e-06,Very Low
06065,county,Riverside,California,0.4478567208433401,2.1067301666523504e-05,9.435e-06,Relatively Moderate
06067,county,Sacramento,California,0.12052931567480107,4.648448591917157e-05,5.603e-06,Relatively Moderate
06069,county,San Benito,California,0.11537281706720721,4.365719871483501e-05,5.037e-06,Very Low
06071,county,San Bernardino,California,0.7580586898241282,6.293929550306248e-06,4.771e-06,Relatively Moderate
06073,county,San Diego,California,0.30608778578512497,1.0102156332739864e-05,3.092e-06,Relatively Low
06075,county,San Francisco,California,0.013456499234153457,0.00019093044910075554,2.569e-06,Relatively Low
06077,county,San Joaquin,California,0.18263462794449645,3.270172908233651e-05,5.972e-06,Relatively Low
06079,county,San Luis Obispo,California,0.08815836568916335,3.459338079658104e-06,3.05e-07,Very Low
06081,county,San Mateo,California,0.047128382826895666,5.4467928869804145e-05,2.567e-06,Relatively Low
06083,county,Santa Barbara,California,0.09532509457644989,1.7310757296138064e-06,1.65e-07,Very Low
06085,county,Santa Clara,California,0.11340561445311784,2.5770449000531558e-05,2.923e-06,Relatively Low
06087,county,Santa Cruz,California,0.03323113824526036,7.959037526941366e-05,2.645e-06,Very Low
06089,county,Shasta,California,0.06786917155872646,3.836204190281032e-05,2.604e-06,Very Low
06091,county,Sierra,California,0.06002736697131819,4.763445136946976e-05,2.859e-06,Very Low
06093,county,Siskiyou,California,0.0411644970799605,4.063029584216117e-06,1.67e-07,Very Low
06095,county,Solano,California,0.11613608902314604,5.186783454476751e-05,6.024e-06,Relatively Low
06097,county,Sonoma,California,0.08152521394199523,1.2734745460495294e-05,1.038e-06,Very Low
06099,county,Stanislaus,California,0.17507995289404996,1.534767613324149e-05,2.687e-06,Relatively Low
06101,county,Sutter,California,0.08013342268627147,5.381014108364713e-05,4.312e-06,Very Low
06103,county,Tehama,California,0.16173262500466035,3.082001106160896e-05,4.985e-06,Very Low
06105,county,Trinity,California,0.03354312202519207,6.160669680876717e-05,2.066e-06,Very Low
06107,county,Tulare,California,0.2974083543427732,1.3224423533094728e-05,3.933e-06,Relatively Low
06109,county,Tuolumne,California,0.12904046246300357,1.533161084440794e-05,1.978e-06,Very Low
06111,county,Ventura,California,0.13424831969131792,2.998669767724451e-05,4.026e-06,Relatively Low
06113,county,Yolo,California,0.13424370011557454,4.085061506932113e-05,5.484e-06,Very Low
06115,county,Yuba,California,0.07597858611475262,0.00010444009205525727,7.935e-06,Very Low
08001,county,Adams,Colorado,1.532700570549153,4.4330458895084866e-05,6.7945e-05,Relatively High
08003,county,Alamosa,Colorado,0.0538766458293409,0.00019069796896739063,1.0274e-05,Very Low
08005,county,Arapahoe,Colorado,1.0567262092229117,0.00013653927569149687,0.000144285,Relatively High
08007,county,Archuleta,Colorado,0.051418541634174954,0.0001134939060623097,5.836e-06,Very Low
08009,county,Baca,Colorado,1.2809183961805484,9.176807214492573e-05,0.000117547,Relatively Low
08011,county,Bent,Colorado,0.8114425698734397,0.00011329823119296837,9.1935e-05,Very Low
08013,county,Boulder,Colorado,0.5238448942072822,0.00023545142522294498,0.00012334,Relatively High
08014,county,Broomfield,Colorado,0.03028071143256432,0.004185710734284833,0.000126746,Relatively Low
08015,county,Chaffee,Colorado,0.06439941789513663,0.00021554232548141487,1.3881e-05,Very Low
08017,county,Cheyenne,Colorado,1.7421301739194441,7.965088261471878e-05,0.000138762,Very Low
08019,county,Clear Creek,Colorado,0.2073406087743905,0.0004182270338816406,8.6715e-05,Very Low
08021,county,Conejos,Colorado,0.07219523574449749,0.00012371240993474112,8.931e-06,Very Low
08023,county,Costilla,Colorado,0.11563331286355806,0.00011368121075461001,1.3145e-05,Very Low
08025,county,Crowley,Colorado,0.4480405071011271,0.00014133455163137959,6.3324e-05,Very Low
08027,county,Custer,Colorado,0.10907205099471702,0.00021588762081959994,2.3547e-05,Very Low
08029,county,Delta,Colorado,0.029451211059868986,8.966891442175362e-05,2.641e-06,Very Low
08031,county,Denver,Colorado,0.1598618749736841,0.0008696742668217186,0.000139028,Relatively High
08033,county,Dolores,Colorado,0.022189481982912436,0.00010750730238905605,2.386e-06,Very Low
08035,county,Douglas,Colorado,0.7521792726098983,0.00018255876553966607,0.000137317,Relatively High
08037,county,Eagle,Colorado,0.04835803024688832,0.0001172328028548933,5.669e-06,Very Low
08039,county,Elbert,Colorado,2.1740904726373294,7.223202084948312e-05,0.000157039,Relatively Low
08041,county,El Paso,Colorado,1.4764916605064593,5.681541961053335e-05,8.3887e-05,Relatively High
08043,county,Fremont,Colorado,0.30665973992159534,8.858587182649276e-05,2.7166e-05,Relatively Low
08045,county,Garfield,Colorado,0.08122083069741921,2.9930954193340094e-05,2.431e-06,Very Low
08047,county,Gilpin,Colorado,0.08688098502990974,0.0010199632854000287,8.8615e-05,Very Low
08049,county,Grand,Colorado,0.3419692870991534,0.00015832774779582582,5.4143e-05,Very Low
08051,county,Gunnison,Colorado,0.07096039634545995,4.408848872826915e-05,3.129e-06,Very Low
08053,county,Hinsdale,Colorado,0.028043136750991758,0.00011679396342348391,3.275e-06,Very Low
08055,county,Huerfano,Colorado,0.21435275499291662,7.748946301681536e-05,1.661e-05,Very Low
08057,county,Jackson,Colorado,0.09548957154972071,0.00012841179953741684,1.2262e-05,Very Low
08059,county,Jefferson,Colorado,0.5550355310522703,0.00023725665249431016,0.000131686,Relatively High
08061,county,Kiowa,Colorado,1.4631895695995065,8.712888180832913e-05,0.000127486,Very Low
08063,county,Kit Carson,Colorado,2.3008795972260607,9.231946308528263e-05,0.000212416,Relatively Low
08065,county,Lake,Colorado,0.02137750551612852,0.00067392409238636,1.4407e-05,Very Low
08067,county,La Plata,Colorado,0.04468188706342518,0.00010771611815767223,4.813e-06,Very Low
08069,county,Larimer,Colorado,1.2999003282950436,7.918124483519078e-05,0.000102928,Relatively High
08071,county,Las Animas,Colorado,0.9506032227519426,1.6765056644816905e-05,1.5937e-05,Very Low
08073,county,Lincoln,Colorado,2.6208816500504484,7.92587897926327e-05,0.000207728,Very Low
08075,county,Logan,Colorado,1.821796174816051,0.00011431830387023945,0.000208265,Relatively Moderate
08077,county,Mesa,Colorado,0.10288865817927044,2.9360015572563065e-05,3.021e-06,Very Low
08079,county,Mineral,Colorado,0.0358775121160973,0.00015860417792018503,5.69e-06,Very Low
08081,county,Moffat,Colorado,0.13113562764564887,1.0396707029911995e-05,1.363e-06,Very Low
08083,county,Montezuma,Colorado,0.04814532667389827,6.661496176342439e-05,3.207e-06,Very Low
08085,county,Montrose,Colorado,0.05397459450179056,2.752804482523263e-05,1.486e-06,Very Low
08087,county,Morgan,Colorado,1.7854675819177053,0.00015752488632352516,0.000281256,Relatively Moderate
08089,county,Otero,Colorado,0.4528492803872262,0.0001403100676836747,6.3539e-05,Relatively Low
